Customer ID,Churn Reason, Total Revenue ,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status,Churn Category
2368-GAKKQ,,9151.65,Female,28,No,0,Sylmar,91342,34.321621,-118.399841,0,70,Offer A,Yes,17.32,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,7939.25,0,0,1212.4,Stayed,
3424-NMNBO,Competitor made better offer,9151.29,Male,78,Yes,0,San Diego,92117,32.825086,-117.199424,1,58,None,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0,0,2864.04,Churned,Competitor
2252-JHJGE,,9150.54,Male,24,No,0,Sun Valley,91352,34.231053,-118.338307,0,61,Offer B,Yes,45.69,Yes,Yes,Fiber Optic,48,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104,6363.45,0,0,2787.09,Stayed,
4829-ZLJTK,,9143.41,Female,80,Yes,0,Penngrove,94951,38.325599,-122.642352,5,72,Offer A,Yes,15.23,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,112.4,8046.85,0,0,1096.56,Stayed,
0129-KPTWJ,,9139.19,Male,39,Yes,0,North Highlands,95660,38.671295,-121.388251,9,72,None,Yes,33.22,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,6747.35,0,0,2391.84,Stayed,
4389-UEFCZ,,9125.12,Female,25,Yes,0,Monte Rio,95462,38.471049,-123.015549,0,72,None,Yes,21.96,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.5,7544,0,0,1581.12,Stayed,
2898-MRKPI,,9124.66,Male,36,Yes,1,Ranchita,92066,33.215251,-116.53633,10,68,Offer A,Yes,34.62,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.05,6770.5,0,0,2354.16,Stayed,
5298-GSTLM,,9111.80,Female,74,No,0,Sacramento,95817,38.550722,-121.457314,0,60,Offer B,Yes,48.92,Yes,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.4,6176.6,0,0,2935.2,Stayed,
0218-QNVAS,,9108.90,Male,22,Yes,1,Indio,92203,33.752938,-116.230055,1,71,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,Stayed,
1698-XFZCI,,9108.30,Male,30,No,0,Artesia,90701,33.867593,-118.080637,0,61,Offer B,Yes,42.4,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75,6521.9,0,0,2586.4,Stayed,
7519-JTWQH,,9105.93,Female,30,No,0,Calipatria,92233,33.143826,-115.497485,0,69,Offer A,Yes,23.92,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.5,7455.45,0,0,1650.48,Stayed,
8777-MBMTS,,9097.35,Female,65,Yes,0,West Covina,91791,34.061634,-117.893169,10,65,Offer B,Yes,36.49,No,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,6725.5,0,0,2371.85,Stayed,
2176-LVPNX,,9088.14,Female,69,No,0,San Jose,95113,37.333851,-121.891147,0,71,Offer A,Yes,37.39,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,89.85,6293.45,0,140,2654.69,Stayed,
4627-MIHJH,,9082.15,Female,72,No,0,Stockton,95210,38.033219,-121.297433,0,69,None,Yes,23.4,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,110.25,7467.55,0,0,1614.6,Stayed,
2830-LEWOA,,9077.03,Male,37,Yes,1,Jamestown,95327,37.84771,-120.486589,3,61,Offer B,Yes,43.08,No,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.9,6449.15,0,0,2627.88,Stayed,
4446-BZKHU,Competitor had better devices,9069.15,Male,44,Yes,0,Pleasant Hill,94523,37.95338,-122.076886,1,61,None,Yes,45.7,Yes,Yes,Fiber Optic,24,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.55,6281.45,0,0,2787.7,Churned,Competitor
4683-WYDOU,,9059.14,Male,54,Yes,0,Rancho Palos Verdes,90275,33.753146,-118.367459,8,62,None,Yes,34.62,Yes,Yes,Fiber Optic,28,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.6,6912.7,0,0,2146.44,Stayed,
2251-PYLPB,,9054.50,Male,34,Yes,0,Big Bear Lake,92315,34.242058,-116.89802,3,72,Offer A,Yes,45.05,Yes,Yes,Cable,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,79.55,5810.9,0,0,3243.6,Stayed,
6993-YCOBK,,9052.07,Male,48,Yes,3,Sun Valley,91352,34.231053,-118.338307,1,60,None,Yes,40.36,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.6,6586.85,36.38,80,2421.6,Stayed,
3396-DKDEL,,9045.20,Female,45,Yes,3,King City,93930,36.220761,-120.980777,3,70,Offer A,Yes,11.36,Yes,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.15,8250,0,0,795.2,Stayed,
2000-MPKCA,,9041.35,Female,51,No,0,San Pedro,90732,33.744119,-118.31448,0,58,Offer B,Yes,46.7,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75,6332.75,0,0,2708.6,Stayed,
8722-PRFDV,,9036.31,Female,21,Yes,3,Los Angeles,90042,34.11572,-118.192754,10,71,Offer A,Yes,48.76,No,Yes,Cable,71,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,77.55,5574.35,0,0,3461.96,Stayed,
4837-QUSFT,,9023.80,Female,35,Yes,0,Oakley,94561,37.999406,-121.686241,8,65,Offer B,Yes,36.62,Yes,Yes,Fiber Optic,6,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,100.15,6643.5,0,0,2380.3,Stayed,
2499-AJYUA,,9023.45,Female,69,Yes,0,Benton,93512,37.653947,-118.231443,8,72,Offer A,Yes,15.85,Yes,Yes,Fiber Optic,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,110.8,7882.25,0,0,1141.2,Stayed,
0310-MVLET,Service dissatisfaction,9019.18,Female,63,Yes,0,Snelling,95369,37.521708,-120.426843,1,61,None,Yes,49.33,Yes,Yes,Fiber Optic,7,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,0,0,3009.13,Churned,Dissatisfaction
8999-XXGNS,,9016.65,Female,70,Yes,0,Healdsburg,95448,38.618347,-122.908422,7,72,Offer A,Yes,18.15,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,105.75,7629.85,0,80,1306.8,Stayed,
9544-PYPSJ,,9006.47,Female,67,Yes,2,El Cajon,92020,32.79697,-116.969082,1,62,None,Yes,45.76,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Credit Card,96.1,6019.35,0,150,2837.12,Stayed,
8879-XUAHX,,9004.24,Male,42,Yes,0,Irvine,92614,33.680302,-117.833296,4,71,None,Yes,6.19,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.25,8564.75,0,0,439.49,Stayed,
1568-LJSZU,,9002.69,Male,39,Yes,0,Harbor City,90710,33.798266,-118.300237,4,68,Offer A,Yes,38.38,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.2,6392.85,0,0,2609.84,Stayed,
9821-BESNZ,,8995.92,Male,43,No,0,Northridge,91325,34.236683,-118.517588,0,66,Offer A,Yes,33.02,Yes,Yes,Fiber Optic,6,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,-7,6860.6,44,0,2179.32,Stayed,
7566-DSRLQ,,8994.00,Female,54,Yes,0,Rancho Cucamonga,91701,34.132275,-117.611478,7,72,Offer A,Yes,12.85,Yes,Yes,Fiber Optic,24,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.15,7998.8,0,70,925.2,Stayed,
8645-KOMJQ,,8993.44,Male,20,Yes,2,Orosi,93647,36.600185,-119.175655,1,69,Offer A,Yes,49.16,Yes,Yes,DSL,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,81.95,5601.4,0,0,3392.04,Stayed,
2773-OVBPK,,8985.11,Male,60,Yes,0,Orange,92865,33.828779,-117.848299,1,67,Offer A,Yes,21.71,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,7567.2,36.66,0,1454.57,Stayed,
8100-PNJMH,,8962.18,Male,39,Yes,0,Glennville,93226,35.735694,-118.738483,2,68,None,Yes,41.61,Yes,Yes,Cable,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.85,6132.7,0,0,2829.48,Stayed,
1951-IEYXM,,8959.69,Male,57,Yes,0,Rancho Cucamonga,91730,34.10097,-117.57882,1,72,None,Yes,34.97,Yes,Yes,Cable,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.6,6441.85,0,0,2517.84,Stayed,
8079-XRJRS,Network reliability,8957.33,Male,39,Yes,0,Pleasant Grove,95668,38.833554,-121.498102,5,65,Offer B,Yes,49.33,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.75,5769.6,18.72,0,3206.45,Churned,Dissatisfaction
6234-RAAPL,,8955.22,Female,60,Yes,0,Los Angeles,90038,34.088017,-118.327168,7,72,None,Yes,23.66,Yes,Yes,Fiber Optic,26,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,99.9,7251.7,0,0,1703.52,Stayed,
7821-DPRQE,,8953.58,Male,25,Yes,0,Stockton,95207,38.002125,-121.324979,2,68,Offer A,Yes,24.01,Yes,Yes,Fiber Optic,48,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.7,7320.9,0,0,1632.68,Stayed,
6797-LNAQX,Competitor had better devices,8950.80,Male,34,Yes,0,Poway,92064,32.984395,-117.013454,1,70,Offer A,Yes,29.59,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,98.3,6859.5,0,20,2071.3,Churned,Competitor
8265-HKSOW,,8946.38,Female,35,Yes,2,Occidental,95465,38.415003,-122.998726,1,72,None,Yes,17.89,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,107.45,7658.3,0,0,1288.08,Stayed,
5140-FOMCQ,,8945.48,Female,52,Yes,0,Oakland,94602,37.803883,-122.208417,7,59,Offer B,Yes,40.47,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.15,6557.75,0,0,2387.73,Stayed,
6804-GDMOI,Competitor offered more data,8943.43,Female,39,No,0,Brea,92823,33.924143,-117.79387,0,61,None,Yes,41.23,Yes,Yes,Fiber Optic,28,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.6,6428.4,0,0,2515.03,Churned,Competitor
5740-YHGTW,,8935.65,Male,62,Yes,3,Los Angeles,90041,34.137412,-118.207607,8,70,None,Yes,32.38,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55,6669.05,0,0,2266.6,Stayed,
1090-PYKCI,,8933.18,Female,19,Yes,3,Boonville,95415,39.025867,-123.381544,1,69,Offer A,Yes,23.02,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card,105.1,7234.8,0,110,1588.38,Stayed,
8152-VETUR,,8928.18,Female,26,Yes,0,Bishop,93514,37.04584,-118.397236,7,72,Offer A,Yes,28.59,Yes,Yes,Fiber Optic,58,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.7,6869.7,0,0,2058.48,Stayed,
7718-UPSKJ,,8916.04,Female,59,Yes,0,San Diego,92116,32.765299,-117.122565,9,69,Offer A,Yes,24.17,No,Yes,Fiber Optic,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.4,7251.9,3.59,0,1667.73,Stayed,
0136-IFMYD,,8904.54,Male,71,Yes,0,Los Angeles,90001,33.973616,-118.24902,1,69,None,Yes,18.41,Yes,Yes,Fiber Optic,17,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.95,7634.25,0,0,1270.29,Stayed,
0244-LGNFY,,8893.00,Female,35,Yes,1,San Anselmo,94960,37.99272,-122.575026,4,72,None,Yes,30,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733,0,0,2160,Stayed,
9570-KYEUA,,8888.01,Male,38,No,0,Casmalia,93429,34.866032,-120.536546,0,64,Offer B,Yes,36.54,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.25,6549.45,0,0,2338.56,Stayed,
3186-AJIEK,,8887.86,Male,44,No,0,Apple Valley,92308,34.424926,-117.184503,0,66,None,Yes,30.96,No,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6844.5,0,0,2043.36,Stayed,
7560-QJAVJ,,8887.51,Female,60,No,0,Biggs,95917,39.457388,-121.818201,0,70,None,Yes,47.72,No,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.6,5589.45,42.34,0,3340.4,Stayed,
3096-YXENJ,,8882.70,Female,25,Yes,0,Danville,94506,37.791481,-121.903253,1,65,None,Yes,27.69,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.65,7082.85,0,0,1799.85,Stayed,
0795-GMVQO,,8882.11,Male,36,Yes,0,San Diego,92105,32.741859,-117.090353,1,67,None,Yes,23.13,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.9,7332.4,0,0,1549.71,Stayed,
7255-SSFBC,,8881.17,Male,42,Yes,3,Northridge,91324,34.238208,-118.55029,2,72,Offer A,Yes,11.66,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0,0,839.52,Stayed,
9031-ZVQPT,,8862.28,Male,21,Yes,0,San Francisco,94109,37.794487,-122.42227,10,72,None,Yes,14.19,Yes,Yes,Fiber Optic,71,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.2,7840.6,0,0,1021.68,Stayed,
1741-WTPON,,8856.06,Male,42,Yes,3,Westport,95488,39.724433,-123.767578,8,56,Offer B,Yes,40.86,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.85,6567.9,0,0,2288.16,Stayed,
1937-OTUKY,,8850.46,Female,32,Yes,0,Seaside,93955,36.625114,-121.823565,1,72,None,Yes,25.48,Yes,Yes,Fiber Optic,3,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,98.2,7015.9,0,0,1834.56,Stayed,
2057-BOYKM,,8849.98,Female,70,Yes,0,Inglewood,90305,33.958134,-118.330905,10,72,None,Yes,28.09,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,6827.5,0,0,2022.48,Stayed,
1555-DJEQW,Price too high,8849.96,Female,21,Yes,0,Cupertino,95014,37.306612,-122.080621,1,70,Offer A,Yes,16.78,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.2,7723.9,48.54,0,1174.6,Churned,Price
6837-HAEVO,,8849.56,Male,47,Yes,2,Moreno Valley,92551,33.88274,-117.224878,9,69,Offer A,Yes,22.49,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105,7297.75,0,0,1551.81,Stayed,
5376-PCKNB,,8848.28,Male,35,Yes,1,Montclair,91763,34.072121,-117.698319,5,72,Offer A,Yes,17.49,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,104.45,7459,0,130,1259.28,Stayed,
0201-OAMXR,Network reliability,8842.30,Female,30,No,0,Mckinleyville,95519,40.965011,-124.015255,0,70,Offer A,Yes,10.21,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0,0,714.7,Churned,Dissatisfaction
8402-EIVQS,,8837.62,Male,40,Yes,0,Frazier Park,93222,34.907911,-119.234281,8,67,Offer A,Yes,31.41,No,Yes,Fiber Optic,23,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.9,6733.15,0,0,2104.47,Stayed,
6242-FEGFD,,8836.55,Male,43,Yes,0,Stratford,93266,36.175255,-119.813805,5,66,None,Yes,36.55,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,96.6,6424.25,0,0,2412.3,Stayed,
7359-WWYJV,,8827.93,Male,53,Yes,0,Los Angeles,90044,33.952714,-118.292061,5,72,None,Yes,6.29,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0,0,452.88,Stayed,
4176-FXYBO,,8813.55,Male,35,Yes,0,Whittier,90603,33.945318,-117.992066,9,54,Offer B,Yes,49.9,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,109.55,6118.95,0,0,2694.6,Stayed,
4184-VODJZ,,8808.98,Male,62,Yes,2,Forks Of Salmon,96031,41.232128,-123.194748,4,63,Offer B,Yes,48.62,Yes,Yes,Fiber Optic,28,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91.35,5764.7,18.78,0,3063.06,Stayed,
6425-YQLLO,Don't know,8806.75,Female,68,Yes,0,Pinole,94564,37.996462,-122.293716,1,66,None,Yes,27.75,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,105.95,6975.25,0,0,1831.5,Churned,Other
9479-HYNYL,,8801.36,Female,48,Yes,0,La Jolla,92037,32.853743,-117.25034,8,71,None,Yes,43.61,No,Yes,Cable,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.7,5705.05,0,0,3096.31,Stayed,
4513-CXYIX,,8799.29,Female,73,Yes,0,Lake Elsinore,92532,33.705836,-117.318204,4,71,Offer A,Yes,43.99,Yes,Yes,Fiber Optic,17,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.7,5676,0,0,3123.29,Stayed,
0442-ZXKVS,,8791.39,Female,79,Yes,0,Denair,95316,37.524721,-120.757977,2,54,Offer B,Yes,43.71,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,115.6,6431.05,0,0,2360.34,Stayed,
0020-INWCK,,8784.86,Female,58,Yes,2,Woodlake,93286,36.464635,-119.094348,9,71,Offer A,Yes,27.26,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,95.75,6849.4,0,0,1935.46,Stayed,
7080-TNUWP,,8782.00,Male,48,Yes,0,Arbuckle,95912,38.982373,-122.047751,5,70,None,Yes,31.13,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,95,6602.9,0,0,2179.1,Stayed,
2673-CXQEU,,8778.78,Female,73,No,0,Gardena,90247,33.890853,-118.297967,0,56,None,Yes,47.13,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,110.5,6139.5,0,0,2639.28,Stayed,
9140-CZQZZ,,8776.40,Female,38,Yes,0,Lee Vining,93541,37.890145,-119.184087,7,68,Offer A,Yes,47.95,No,Yes,DSL,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,79.6,5515.8,0,0,3260.6,Stayed,
2277-BKJKN,,8775.75,Female,70,Yes,0,Camptonville,95922,39.432127,-121.099287,6,71,None,Yes,22,No,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.2,7213.75,0,0,1562,Stayed,
0238-WHBIQ,,8769.30,Male,25,Yes,1,Folsom,95630,38.672638,-121.147403,10,72,Offer A,Yes,33.75,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0,0,2430,Stayed,
1053-MXTTK,,8767.47,Female,63,Yes,1,North Hollywood,91602,34.15136,-118.364786,1,72,None,Yes,14.46,No,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.65,7726.35,0,0,1041.12,Stayed,
3766-EJLFL,,8761.11,Female,55,Yes,3,Mill Creek,96061,40.331975,-121.460674,1,68,None,Yes,18.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,0,0,1252.56,Stayed,
3756-VNWDH,,8759.85,Male,66,Yes,0,Pasadena,91101,34.146635,-118.139225,6,65,None,Yes,32.08,Yes,Yes,Fiber Optic,8,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.75,6674.65,0,0,2085.2,Stayed,
8561-NMTBD,,8755.92,Female,20,Yes,3,Lawndale,90260,33.88856,-118.351813,3,67,None,Yes,20.41,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,112.35,7388.45,0,0,1367.47,Stayed,
3669-WHAFY,,8748.34,Female,57,Yes,0,Whittier,90604,33.929704,-118.01208,7,71,Offer A,Yes,9.44,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.15,8078.1,0,0,670.24,Stayed,
7176-WRTNX,,8735.35,Male,51,No,0,Ventura,93004,34.278697,-119.167798,0,70,Offer A,Yes,14.63,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.95,7711.25,0,0,1024.1,Stayed,
5135-GRQJV,,8735.15,Male,75,Yes,0,Cantua Creek,93608,36.488056,-120.407691,4,72,Offer A,Yes,5.6,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,8331.95,0,0,403.2,Stayed,
5090-EMGTC,,8734.10,Female,32,Yes,0,Beverly Hills,90210,34.099891,-118.414338,10,59,Offer B,Yes,45.75,No,Yes,Fiber Optic,11,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.05,6034.85,0,0,2699.25,Stayed,
6479-VDGRK,,8730.56,Female,46,Yes,1,Cardiff By The Sea,92007,33.015866,-117.272254,0,72,None,Yes,36.13,No,Yes,Cable,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,6129.2,0,0,2601.36,Stayed,
0409-WTMPL,,8727.75,Female,35,Yes,0,Whittier,90602,33.972119,-118.020188,8,58,Offer B,Yes,37.95,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.65,6526.65,0,0,2201.1,Stayed,
1587-FKLZB,Competitor had better devices,8726.91,Male,79,Yes,0,Santa Barbara,93101,34.419203,-119.710008,1,66,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,0,0,1904.76,Churned,Competitor
5153-LXKDT,,8723.46,Male,51,Yes,3,Danville,94506,37.791481,-121.903253,1,68,None,Yes,18.47,Yes,Yes,Fiber Optic,75,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,7467.5,0,0,1255.96,Stayed,
3244-CQPHU,,8718.53,Female,77,No,0,Berkeley,94710,37.872902,-122.303708,0,72,Offer A,Yes,14.12,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.1,7746.7,44.81,0,1016.64,Stayed,
5647-FXOTP,,8713.85,Female,71,Yes,0,Santa Ysabel,92070,33.174725,-116.743329,1,60,Offer B,Yes,36.71,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.9,6401.25,0,110,2202.6,Stayed,
5494-WOZRZ,,8713.47,Female,40,Yes,0,Mission Viejo,92692,33.60693,-117.644253,0,71,None,Yes,38.22,No,Yes,DSL,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82,5999.85,0,0,2713.62,Stayed,
